"Product Name","Category","Material Type","Style","Description","Available Sizes","Color Variants Count","Color Variants","Color Variants Detailed","Swatch Image URLs","Lifestyle / Room Image URLs","Price"
"Abaco","","Glazed Porcelain","INDUSTRIA L","Innovative, versatile and extremely functional, the Abaco collection takes the nuances of concrete to their highest expression, improving them with the durability of porcelain tile.","12""x24"" R","2","Arena | Gris","Arena [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__arena__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__arena__2.png] | Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__gris__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__gris__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__arena__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__arena__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abaco__gris__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/abaco__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/abaco__lifestyle__2.jpg",""
"Abbey","","Glazed Porcelain","WOODS","The Abbey collection will give any interior the warm charm of untreated wood. A simple, unadorned floor tile that expresses its naturalness in long planks, playing tribute to rustic floors.","8""x48"" R","4","Roble | Fresno | Gris | Vison","Roble [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__roble__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__roble__2.png] | Fresno [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__fresno__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__fresno__2.png] | Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__4.png] | Vison [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__4.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__roble__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__roble__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__fresno__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__fresno__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__gris__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey__vison__4.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/abbey__lifestyle__1.jpg",""
"Abbey Suite","","Ceramic Wall","WOODS","The Abbey Suites offer a three-dimensional complementary wall tile proposal in all four warm tones for the Abbey series. Adding texture and character to spaces through it's narrow or wide linear designs.","12""x36"" R","1","Suite Roble","Suite Roble [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__5.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/abbey-suite__suite-roble__5.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/abbey-suite__lifestyle__1.jpg",""
"Agata","Slabs","Matte & Polished Porcelain","MARBLES - STONES - CONCRETES","","24""x48"" R","1","Agata","Agata [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/agata__agata__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/agata__agata__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/agata__agata__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/agata__agata__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/agata__lifestyle__1.jpg",""
"Alaska","","Polished Porcelain","MA RBLES","The Alaska White boasts graceful gray veining which give rise to interesting contrasts between its delicate veins and its homogeneous white base, making it a perfect ally for interior design.","24""x48"" R","1","White","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__7.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__8.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alaska__white__8.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/alaska__lifestyle__1.jpg",""
"Alba","","Glazed Porcelain & Ceramic Wall","PAT T ERNED & DECO TILES","Inspired by the quiet beauty of natural stone, this porcelain collection features soft veining, gentle tonal movement, and a luminous glossy finish. Each piece reflects subtle variation, creating surfaces that feel warm, refined, and effortlessly timeless.","8""x8""; 3""x12""; 2""x8""","3","Bianco | Crema | Avorio","Bianco [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__7.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__8.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__9.png] | Crema [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__7.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__8.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__9.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__10.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__11.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__12.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__13.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__14.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__15.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__16.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__17.png] | Avorio [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__7.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__8.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__bianco__9.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__8.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__9.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__10.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__11.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__12.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__13.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__14.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__15.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__16.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__crema__17.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/alba__avorio__7.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/alba__lifestyle__1.jpg",""
"Amber","","Ceramic Wall","HA NDMA DE","A fusion of warmth and craft. The Amber collection blends handcrafted character with modern design. Glossy finishes and rich tones of terracotta, navy, and soft neutrals create a dynamic surface full of depth and warmth. Perfect for adding texture, color, and timeless charm to any space.","2""x20""","6","Opal | Sandstone | Copper | Burgundy | Emerald | Sapphire","Opal [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__5.png] | Sandstone [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sandstone__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sandstone__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sandstone__3.png] | Copper [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__7.png] | Burgundy [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__4.png] | Emerald [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__5.png] | Sapphire [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__6.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__opal__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sandstone__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sandstone__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sandstone__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__copper__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__burgundy__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__emerald__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/amber__sapphire__6.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/amber__lifestyle__1.jpg",""
"Artesano","","Ceramic Wall","HA NDMA DE","Handmade look tiles inspire Artesano. Features a broader offer of neutral colors, it’s perfect for adding a touch of luxury to any room. Artesano provides a timeless look in every space where its placed.","3""x12""","4","Biscuit | White Ice | Neu Gray | Black","Biscuit [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__biscuit__1.png] | White Ice [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__white-ice__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__white-ice__2.png] | Neu Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__neu-gray__1.png] | Black [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__black__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__black__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__biscuit__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__white-ice__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__white-ice__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__neu-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__black__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/artesano__black__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/artesano__lifestyle__1.jpg",""
"Athea","Slabs","Matte & Polished Porcelain","MARBLES - STONES - CONCRETES","","48""x48"" R; 24""x48"" R","1","Athea","Athea [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/athea__athea__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/athea__athea__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/athea__lifestyle__1.jpg",""
"Aura","","Ceramic Wall","HA NDMA DE","Boasting a glossy finish and superior graphics. This series offer a lustrous, reflective surface that enhances the depth and elegance of any space, blending art with advanced technology to create a contemporary and inviting atmosphere.","4""x12""","3","Ocean Blue | Seashell | Aquamarine","Ocean Blue [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__ocean-blue__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__ocean-blue__2.png] | Seashell [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__seashell__1.png] | Aquamarine [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__aquamarine__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__ocean-blue__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__ocean-blue__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__seashell__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/aura__aquamarine__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/aura__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/aura__lifestyle__2.jpg",""
